Dam,Location,Capacity_Total,Capacity_Usable,Water_Stored,Water_Usable,Inflow,Outflow,Data_Time,Water_Type
เขื่อนหนองปลาไหล,ระยอง,164,150.25,109.72 (67%),96.22 (59%),0.19,0.67,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,177 (67%),164.81 (62%),3.08,0.25,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,76.08 (65%),64.02 (55%),0.28,0.38,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","5,640.41 (59%)","2,790.41 (29%)",90.14,11.3,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,228.97 (59%)","2,216.97 (25%)",21.16,12.05,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,790.93 (58%)","3,990.93 (30%)",22.96,16,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,167.7 (57%),147.7 (50%),0.55,0.14,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08",825.5 (57%),549.22 (38%),1.86,6.08,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,098.36 (56%)",266.98 (14%),5.83,7.15,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,150.04 (55%),143.04 (52%),0.81,0.03,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,134.21 (51%),120.21 (46%),1.08,0.66,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880","1,006.06 (51%)",906.06 (46%),65.67,13.26,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,66.6 (47%),59.6 (42%),0.26,0.44,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,75.92 (46%),38.7 (24%),0.44,0.2,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,65.87 (42%),64.47 (42%),0.06,0.41,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,45.05 (42%),41.5 (39%),4.84,5.59,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,46 (42%),30.1 (27%),0.07,0.57,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,68.32 (40%),62.12 (37%),4.14,1.88,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,116.6 (39%),76.6 (26%),0.6,0.06,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,114.55 (39%),100.3 (34%),1.07,1.02,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,266.9 (38%),201.9 (28%),2.23,0.86,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,60.07 (38%),43.07 (27%),0.22,1.1,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,79.83 (36%),75.31 (34%),1.55,1.74,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,41.23 (34%),37.78 (31%),0,0.06,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,129.55 (33%),111.96 (29%),0.18,1.03,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,54.13 (33%),45.45 (28%),2.82,0,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,39.26 (29%),32.67 (24%),4.4,1.27,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850",666.26 (27%),84.59 (3%),11.25,10.21,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,236.01 (25%),193.01 (21%),6.68,4.75,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,66.7 (21%),44 (14%),0.32,0.43,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,70.78 (17%),40.78 (10%),0.77,0.13,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,116.66 (12%),113.66 (12%),2.36,1.75,18/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,378.25 (73%),333.25 (64%),13.25,1.87,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","12,833.72 (72%)","2,568.72 (14%)",13.19,6.01,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,827.3 (68%)","2,475.76 (44%)",8.22,3.55,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,109.17 (67%),95.67 (58%),0,0.64,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,175.86 (66%),163.68 (62%),1.65,2.79,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,76.39 (65%),64.33 (55%),0.1,0.36,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","5,751.61 (60%)","2,901.61 (31%)",126.92,15.03,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,237.49 (59%)","2,225.49 (25%)",21.14,12.03,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,810.05 (58%)","4,010.05 (30%)",35.69,16,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,167.7 (57%),147.7 (50%),0.28,0.14,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08",821.57 (56%),545.29 (37%),2.22,6.04,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,094.33 (56%)",262.95 (13%),3.76,7.09,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,150.72 (55%),143.72 (52%),0.82,0.03,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880","1,020.22 (52%)",920.22 (46%),28.66,13.76,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่กวงอุดมธารา,เชียงใหม่,263,249,134.08 (51%),120.08 (46%),0.82,0.95,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนมูลบน,นครราชสีมา,141,134,66.37 (47%),59.37 (42%),0.26,0.44,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนจุฬาภรณ์,ชัยภูมิ,163.75,127,75.92 (46%),38.7 (24%),0.22,0.2,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำพระเพลิง,นครราชสีมา,155,153.6,65.48 (42%),64.08 (41%),0.06,0.41,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วลม,ลำปาง,106.22,102.67,44.19 (42%),40.64 (38%),4.34,5.21,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่มอก,ลำปาง,110,94.1,45.6 (41%),29.7 (27%),0.17,0.57,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกิ่วคอหมา,ลำปาง,170,163.8,69.21 (41%),63.01 (37%),2.86,1.97,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนกระเสียว,สุพรรณบุรี,299,259,116.9 (39%),76.9 (26%),0.5,0.06,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนนฤบดินทรจินดา,ปราจีนบุรี,295,275.5,114.74 (39%),100.49 (34%),1.26,1.02,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแก่งกระจาน,เพชรบุรี,710,645,269.18 (38%),204.18 (29%),2.23,0.86,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนทับเสลา,อุทัยธานี,160,143,58.67 (37%),41.67 (26%),0,1.4,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนขุนด่านปราการชล,นครนายก,224,219.48,79.7 (36%),75.18 (34%),1.65,1.74,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำนางรอง,บุรีรัมย์,121.41,118,41.11 (34%),37.66 (31%),0,0.06,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำพุง,สกลนคร,165.48,157,54.89 (33%),46.21 (28%),0.81,0,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนปราณบุรี,ประจวบคีรีขันธ์,391,373.41,128.36 (33%),110.77 (28%),0,1.02,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนห้วยหลวง,อุดรธานี,135.57,128.98,41.67 (31%),35.08 (26%),3.22,0.73,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนอุบลรัตน์,ขอนแก่น,"2,431.32","1,850",666.26 (27%),84.59 (3%),11.04,10.01,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแควน้อยบำรุงแดน,พิษณุโลก,939,896,238.97 (25%),195.97 (21%),7.79,4.75,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำตะคอง,นครราชสีมา,314.49,291.79,66.21 (21%),43.51 (14%),0.09,0.43,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนคลองสียัด,ฉะเชิงเทรา,420,390,70.78 (17%),40.78 (10%),0.21,0.13,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนป่าสักชลสิทธิ์,สระบุรี,960,957,115.8 (12%),112.8 (12%),1.06,1.73,19/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนน้ำอูน,สกลนคร,520,475,383.76 (74%),338.76 (65%),7.89,2.01,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนศรีนครินทร์,กาญจนบุรี,"17,745","7,480","12,840.55 (72%)","2,575.55 (15%)",14.55,5.8,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนรัชชประภา,สุราษฎร์ธานี,"5,638.84","4,287","3,830.16 (68%)","2,478.62 (44%)",6.8,3.56,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนหนองปลาไหล,ระยอง,164,150.25,108.63 (66%),95.13 (58%),0,0.12,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางพระ,ชลบุรี,117,104.94,76.54 (65%),64.48 (55%),0,0.37,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนแม่งัดสมบูรณ์ชล,เชียงใหม่,265,253,173.16 (65%),160.97 (61%),0.98,3.69,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิริกิติ์,อุตรดิตถ์,"9,510","6,660","5,849.57 (62%)","2,999.57 (32%)",117.8,19.14,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนวชิราลงกรณ,กาญจนบุรี,"8,860","5,848","5,246.03 (59%)","2,234.03 (25%)",21.19,12.07,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนภูมิพล,ตาก,"13,462","9,662","7,833.49 (58%)","4,033.49 (30%)",40.11,16,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนประแสร์,ระยอง,295,275,168.75 (57%),148.75 (50%),1.33,0.14,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนบางลาง,ยะลา,"1,454.36","1,178.08",816.87 (56%),540.59 (37%),1.42,6,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนสิรินธร,อุบลราชธานี,"1,966.47","1,135","1,094.33 (56%)",262.95 (13%),7.81,7.11,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำแชะ,นครราชสีมา,275,268,151.4 (55%),144.4 (53%),0.82,0.03,20/07/2025,แหล่งน้ำขนาดใหญ่
เขื่อนลำปาว,กาฬสินธุ์,"1,980","1,880","1,024.29 (52%)",924.29 (47%),18.41,13.58,20/07/2025,แหล่งน้ำขนาดใหญ่
